31620,ESKDALEMUIR,6,55.317,-3.2,242,6
31634,DUNDEE,6,56.45,-3.017,5,6
31650,SPADEADAM,6,55.05,-2.55,325,6
31660,EDINBURGH GOGARBANK,6,55.933,-3.35,57,6
31670,BASS ROCK (LGT-H),6,56.083,-2.633,38,6
31710,LEUCHARS,6,56.4,-2.867,10,6
31740,FIFE NESS,6,56.3,-2.583,12,6
31760,CARTERHOUSE,6,55.367,-2.517,308,6
31770,BELL ROCK (LGT-H),6,56.433,-2.4,21,6
31850,ST. ABBS HEAD (LH),6,55.917,-2.133,75,6
31900,SEAHOUSES,6,55.583,-1.65,11,6
32040,ISLE OF MAN/RONALDS,7,54.083,-4.633,16,8
32080,POINT OF AYRE (LH),7,54.417,-4.367,9,8
32090,DRUMBURGH,6,54.933,-3.15,7,6
32110,ST. BEES HEAD (LH),6,54.517,-3.633,94,6
32150,ASPATRIA,6,54.767,-3.317,62,6
32220,CARLISLE,6,54.933,-2.95,26,6
32240,SPADEADAM,6,55.05,-2.55,286,6
32380,ALBEMARLE,6,55.017,-1.867,146,6
32400,BOULMER,6,55.417,-1.6,27,6
32431,NEWCASTLE/WOOLSING.,6,55.033,-1.683,81,6
32433,NEWCASTLE,6,55.033,-1.683,83,6
32440,DATSAV3 VIRT STATION (UNITED KINGDOM),6,-67.767,-68.917,0,7
32450,NEWCASTLE WX CENTRE,6,54.967,-1.617,47,6
32460,NEWCASTLE WEATHER C,6,54.983,-1.6,52,6
32570,LEEMING,6,54.3,-1.533,32,6
32610,DISFORTH AIRFIELD,6,54.133,-1.417,33,6
32620,TYNEMOUTH,6,55.017,-1.417,30,6
32635,TEESSIDE,6,54.5,-1.417,38,6
32643,TOPCLIFFE,6,54.2,-1.383,29,6
32660,LINTON-ON-OUSE,6,54.05,-1.25,14,6
32750,LOFTUS SAMOS,6,54.567,-0.867,159,6
32810,FYLINGDALES,6,54.367,-0.667,262,6
32820,WHITBY,6,54.483,-0.6,60,6
32920,BRIDLINGTON MRSC,6,54.1,-0.167,19,6
33020,VALLEY,6,53.25,-4.533,10,6
33110,DATSAV3 VIRT STATION (UNITED KINGDOM),6,-67.767,-68.917,0,7
33160,CROSBY,6,53.5,-3.067,9,6
33180,BLACKPOOL AIRPORT,6,53.767,-3.033,10,6
33210,HAWARDEN,6,53.167,-2.983,9,6
33220,AUGHTON,6,53.55,-2.917,56,6
33230,LIVERPOOL AIRPORT,6,53.333,-2.85,26,6
33233,LIVERPOOL,6,53.333,-2.85,25,6
33300,LEEK THORNCLIFFE,6,53.133,-1.983,299,6
33340,MANCHESTER AIRPORT,6,53.35,-2.283,69,6
33350,MANCHESTER/BARTON,6,53.483,-2.25,37,6
33380,CELLARHEAD,6,53.033,-2.083,228,6
33430,HUDDERSFIELD/OAKES,6,53.65,-1.833,232,6
33440,BINGLEY NO.2,6,53.817,-1.867,267,6
33450,EMLEY MOOR,6,53.617,-1.667,259,6
33463,LEEDS BRADFORD,6,53.867,-1.65,213,6
33470,LEEDS WEATHER CTR,6,53.8,-1.55,47,6
33480,WOODFORD,6,53.333,-2.15,88,6
33540,NOTTINGHAM/WATNALL,6,53,-1.25,117,6
33550,CHURCH FENTON,6,53.833,-1.2,8,6
33600,FINNINGLEY(RAF),6,53.483,-1,17,6
33730,SCAMPTON,6,53.3,-0.55,57,6
33735,HUMBERSIDE,6,53.567,-0.35,38,6
33770,WADDINGTON,6,53.167,-0.517,68,6
33790,CRANWELL,6,53.033,-0.5,62,6
33820,LECONFIELD,6,53.867,-0.433,7,6
33850,DONNA NOOK NO.2,6,53.483,0.083,11,6
